# Pressure (MPa) slice
19.9683	19.9681	19.9684	19.9688	19.9697	19.9714	19.9742	19.9780	19.9821	19.9865	19.9908	19.9950	19.9987	20.0021	20.0050	20.0075	20.0094	20.0107	20.0116	20.0120
19.9681	19.9681	19.9681	19.9683	19.9689	19.9705	19.9733	19.9773	19.9819	19.9866	19.9911	19.9954	19.9992	20.0026	20.0056	20.0080	20.0100	20.0113	20.0122	20.0127
19.9684	19.9681	19.9676	19.9672	19.9671	19.9682	19.9716	19.9763	19.9815	19.9868	19.9916	19.9961	20.0000	20.0036	20.0065	20.0090	20.0110	20.0123	20.0134	20.0138
19.9688	19.9683	19.9672	19.9656	19.9639	19.9639	19.9686	19.9747	19.9812	19.9870	19.9924	19.9971	20.0013	20.0048	20.0079	20.0105	20.0125	20.0140	20.0149	20.0155
19.9697	19.9689	19.9671	19.9639	19.9593	19.9550	19.9640	19.9733	19.9811	19.9879	19.9936	19.9986	20.0030	20.0067	20.0097	20.0124	20.0146	20.0160	20.0170	20.0175
19.9714	19.9705	19.9682	19.9639	19.9550	19.9331	19.9596	19.9731	19.9821	19.9893	19.9953	20.0006	20.0051	20.0089	20.0121	20.0147	20.0168	20.0184	20.0195	20.0201
19.9742	19.9733	19.9716	19.9686	19.9640	19.9596	19.9684	19.9773	19.9851	19.9918	19.9978	20.0030	20.0076	20.0116	20.0148	20.0175	20.0196	20.0213	20.0224	20.0230
19.9779	19.9773	19.9763	19.9747	19.9733	19.9731	19.9773	19.9832	19.9895	19.9954	20.0009	20.0061	20.0106	20.0147	20.0180	20.0207	20.0228	20.0246	20.0258	20.0264
19.9821	19.9819	19.9815	19.9812	19.9811	19.9821	19.9851	19.9895	19.9946	20.0000	20.0051	20.0100	20.0142	20.0182	20.0215	20.0242	20.0265	20.0284	20.0296	20.0301
19.9865	19.9866	19.9868	19.9870	19.9879	19.9893	19.9918	19.9954	20.0000	20.0048	20.0097	20.0141	20.0184	20.0223	20.0257	20.0284	20.0306	20.0324	20.0337	20.0342
19.9908	19.9911	19.9916	19.9924	19.9936	19.9953	19.9978	20.0009	20.0051	20.0097	20.0142	20.0186	20.0230	20.0272	20.0307	20.0334	20.0355	20.0370	20.0381	20.0386
19.9950	19.9954	19.9961	19.9971	19.9986	20.0006	20.0030	20.0061	20.0100	20.0141	20.0186	20.0233	20.0279	20.0324	20.0364	20.0393	20.0411	20.0423	20.0428	20.0431
19.9987	19.9992	20.0000	20.0013	20.0030	20.0051	20.0076	20.0106	20.0142	20.0184	20.0230	20.0279	20.0330	20.0383	20.0429	20.0462	20.0476	20.0479	20.0478	20.0477
20.0021	20.0026	20.0036	20.0048	20.0067	20.0089	20.0116	20.0147	20.0182	20.0223	20.0272	20.0324	20.0383	20.0445	20.0506	20.0552	20.0552	20.0540	20.0529	20.0523
20.0050	20.0055	20.0064	20.0079	20.0097	20.0121	20.0148	20.0180	20.0215	20.0257	20.0307	20.0364	20.0429	20.0506	20.0596	20.0685	20.0644	20.0603	20.0576	20.0564
20.0075	20.0080	20.0090	20.0105	20.0124	20.0147	20.0175	20.0207	20.0242	20.0284	20.0334	20.0393	20.0462	20.0552	20.0685	20.0951	20.0733	20.0647	20.0609	20.0592
20.0094	20.0100	20.0110	20.0125	20.0145	20.0168	20.0196	20.0228	20.0265	20.0306	20.0355	20.0411	20.0476	20.0552	20.0644	20.0733	20.0690	20.0647	20.0619	20.0608
20.0107	20.0113	20.0123	20.0140	20.0160	20.0184	20.0213	20.0246	20.0284	20.0324	20.0370	20.0423	20.0479	20.0540	20.0603	20.0647	20.0647	20.0632	20.0616	20.0610
20.0116	20.0121	20.0133	20.0149	20.0170	20.0195	20.0224	20.0258	20.0296	20.0336	20.0381	20.0428	20.0478	20.0529	20.0576	20.0609	20.0619	20.0616	20.0611	20.0609
20.0120	20.0127	20.0138	20.0155	20.0175	20.0200	20.0230	20.0264	20.0301	20.0342	20.0386	20.0431	20.0477	20.0523	20.0564	20.0592	20.0608	20.0610	20.0609	20.0608

# Water Saturation slice
0.1006	0.1006	0.1001	0.1000	0.1001	0.1005	0.1005	0.1000	0.1002	0.1004	0.1003	0.1000	0.1004	0.1005	0.1002	0.1001	0.1001	0.1005	0.1004	0.1004
0.1006	0.1003	0.1004	0.1000	0.1002	0.1010	0.1009	0.1003	0.1001	0.1000	0.1003	0.1000	0.1000	0.1001	0.1000	0.1003	0.1000	0.1001	0.1006	0.1002
0.1001	0.1004	0.1000	0.1000	0.1006	0.1004	0.1007	0.1004	0.1003	0.1000	0.1000	0.1000	0.1001	0.1000	0.1004	0.1000	0.1000	0.1005	0.1002	0.1004
0.1000	0.1000	0.1000	0.1000	0.1007	0.1006	0.1001	0.1007	0.1000	0.1001	0.1000	0.1000	0.1000	0.1003	0.1003	0.1000	0.1000	0.1000	0.1002	0.1000
0.1001	0.1002	0.1006	0.1007	0.1009	0.1016	0.1007	0.1000	0.1003	0.1000	0.1000	0.1000	0.1000	0.1000	0.1004	0.1000	0.1000	0.1000	0.1003	0.1000
0.1005	0.1011	0.1004	0.1006	0.1016	0.1019	0.1006	0.1008	0.1012	0.1000	0.1000	0.1000	0.1000	0.1000	0.1000	0.1000	0.1000	0.1004	0.1000	0.1000
